Latitude	Longitude	Day of year	Export flux	PP	export ratio	Depth	% nitrate remaining	Si:N ratio	% microplankton	% nanoplankton	% picoplankton	log(mesozooplankton biomass)	log(bacteria abundance)	log(macrozooplankton abundance)	Reference	DOI
-66.46	0	67	52.8	471.22	0.112	100	41.845	2.385	0.231	0.549	0.22	NaN	NaN	-13.711	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-68.5	0	69	37.2	514.53	0.072	100	45.669	2.216	0.35	0.485	0.165	NaN	NaN	-13.124	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
NaN	0	70	118.8	0	NaN	100	47.771	2.099	NaN	NaN	NaN	NaN	NaN	-13.542	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-69	-6.9	72	40.8	278.14	0.147	100	38.915	2.137	0.279	0.517	0.204	NaN	NaN	-10.266	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
NaN	-17.35	74	66	0	NaN	100	52.711	2.593	0.374	0.478	0.148	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-66.93	-25.28	76	52.8	99.071	0.533	100	55.795	2.162	0.272	0.519	0.209	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-66	-32.76	79	42	198.09	0.212	100	55.274	2.064	0.239	0.515	0.246	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
NaN	-40.31	81	42	0	NaN	100	52.321	1.749	0.265	0.514	0.221	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-64.78	-42.88	82	86.4	104.06	0.83	100	49.369	2.37	0.189	0.526	0.284	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
NaN	-48.26	84	37.2	0	NaN	100	43.953	2.634	NaN	NaN	NaN	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
NaN	-52.1	87	102	0	NaN	100	37.435	2.233	NaN	NaN	NaN	2.619	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
NaN	-52.85	88	68.4	0	NaN	100	37.435	2.233	NaN	NaN	NaN	2.619	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-60.1	-55.26	92	158.4	354.55	0.447	100	54.15	1.979	0.236	0.529	0.235	1.358	NaN	-7.704	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-58.95	-58.1	95	104.4	340.86	0.306	100	54.48	1.192	0.202	0.534	0.264	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-57.61	-60.9	97	86.4	218.38	0.396	100	57.875	0.978	0.16	0.508	0.332	NaN	NaN	-13.816	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-56.85	-62.5	99	44.4	255.76	0.174	100	48.057	0.618	0.165	0.506	0.33	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-55.71	-64.43	101	51.6	267.03	0.193	100	36.447	0.555	0.201	0.521	0.278	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-70.36	-9.31	341	-132	0	NaN	100	56.008	2.37	NaN	NaN	NaN	NaN	NaN	-13.277	Rodriguez y Baena et al. 2008	https://doi.org/10.1016/j.epsl.2008.03.020
NaN	9.18	341	24	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Rodriguez y Baena et al. 2008	https://doi.org/10.1016/j.epsl.2008.03.020
NaN	-9.01	340	36	0	NaN	100	56.008	2.37	NaN	NaN	NaN	NaN	NaN	-13.277	Rodriguez y Baena et al. 2008	https://doi.org/10.1016/j.epsl.2008.03.020
NaN	-9.31	353	48	0	NaN	100	56.008	2.37	NaN	NaN	NaN	NaN	NaN	-13.277	Rodriguez y Baena et al. 2008	https://doi.org/10.1016/j.epsl.2008.03.020
NaN	9.18	354	144	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Rodriguez y Baena et al. 2008	https://doi.org/10.1016/j.epsl.2008.03.020
NaN	-9.01	354	24	0	NaN	100	56.008	2.37	NaN	NaN	NaN	NaN	NaN	-13.277	Rodriguez y Baena et al. 2008	https://doi.org/10.1016/j.epsl.2008.03.020
59.7	-20.45	210	225.12	1565.1	0.144	100	7.716	0.474	0.422	0.43	0.147	NaN	21.717	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.71	-18.73	211	458.04	1434.4	0.319	100	6.843	0.468	0.433	0.424	0.143	NaN	21.717	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
58.86	-19.88	212	252.84	1525.5	0.166	100	7.11	0.485	0.391	0.449	0.159	NaN	21.722	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
58.85	-20.98	214	294.12	1518.5	0.194	100	5.515	0.457	0.404	0.442	0.155	NaN	21.722	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.98	-20.46	216	59.04	1565.1	0.038	100	6.266	0.453	0.422	0.43	0.147	NaN	21.717	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.18	19.08	221	53.52	8045.5	0.007	100	0	2.337	NaN	NaN	NaN	NaN	NaN	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.2	-19.88	224	32.52	1497.6	0.022	100	6.34	0.455	0.417	0.434	0.148	NaN	21.717	-8.016	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.66	-18.71	226	194.16	1483.4	0.131	100	6.389	0.455	0.433	0.424	0.143	NaN	21.717	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.66	-18.71	230	341.4	1483.4	0.23	100	6.389	0.455	0.433	0.424	0.143	NaN	21.717	NaN	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
59.28	-19.78	231	159.6	1512.5	0.106	100	6.34	0.455	0.417	0.434	0.148	NaN	21.717	-8.016	Sanders et al. 2010	https://doi.org/10.1029/2010GL042574
-42.88	174.6	144	360	871.43	0.413	100	43.294	0.699	0.239	0.514	0.247	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-42.83	175.93	145	180	733.5	0.245	100	43.422	0.698	0.239	0.514	0.247	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.18	175.21	146	348	811.5	0.429	100	43.676	0.415	0.234	0.513	0.253	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.18	175.21	162	204	503.74	0.405	100	59.413	0.492	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.48	176.05	146	93.6	724.81	0.129	100	53.443	0.555	0.234	0.513	0.253	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-42.75	178.36	148	144	705.33	0.204	100	NaN	NaN	0.239	0.514	0.247	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-42.81	178.81	149	112.8	705.33	0.16	100	NaN	NaN	0.239	0.514	0.247	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-42.88	174.6	150	168	783.22	0.215	100	43.294	0.699	0.239	0.514	0.247	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-42.83	178.28	150	78	705.33	0.111	100	NaN	NaN	0.239	0.514	0.247	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.7	177.5	151	192	665.43	0.289	100	51.841	0.619	0.234	0.513	0.253	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.7	178.51	152	132	633.19	0.208	100	NaN	NaN	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.8	175.33	152	67.2	811.5	0.083	100	59.413	0.492	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.65	176.5	147	144	724.81	0.199	100	53.443	0.555	0.234	0.513	0.253	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.03	178.36	148	100.8	633.19	0.159	100	NaN	NaN	0.234	0.513	0.253	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-44.14	178.2	154	204	348.55	0.585	100	NaN	NaN	0.18	0.545	0.275	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.61	178.36	154	84	529.82	0.159	100	NaN	NaN	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-44.55	178.46	155	72	348.55	0.207	100	NaN	NaN	0.18	0.545	0.275	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.61	178.36	157	106.8	529.82	0.202	100	NaN	NaN	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.98	175.33	161	132	503.74	0.262	100	59.413	0.492	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.58	174.58	161	112.8	520.52	0.217	100	57.342	0.438	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.58	174.58	158	144	677.65	0.213	100	57.342	0.438	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-44.35	178.58	156	192	348.55	0.551	100	NaN	NaN	0.18	0.545	0.275	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-43.98	175.33	161	120	503.74	0.238	100	59.413	0.492	0.181	0.53	0.288	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-44.1	177.71	156	99.6	338.42	0.294	100	52.241	0.585	0.18	0.545	0.275	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
-44.38	175.28	159	80.4	379.04	0.212	100	59.009	0.347	0.18	0.545	0.275	NaN	NaN	NaN	Zhou et al. 2012	https://doi.org/10.5194/bg-9-973-2012
50	-145	46	43.8	375.09	0.117	110	100	NaN	0.208	0.53	0.263	NaN	NaN	NaN	Charette et al. 1999	https://doi.org/10.1016/S0967-0645(99)00085-5
50	-145	135	9.6	917.88	0.01	210	49.378	1.258	0.265	0.518	0.217	NaN	NaN	NaN	Charette et al. 1999	https://doi.org/10.1016/S0967-0645(99)00085-5
48.5	-126	135	14.76	2720	0.005	210	7.572	1.378	0.55	0.341	0.109	1.751	NaN	-1.61	Charette et al. 1999	https://doi.org/10.1016/S0967-0645(99)00085-5
50	-145	227	30.6	1162.7	0.026	210	20.523	1.249	0.296	0.51	0.194	2.367	NaN	NaN	Charette et al. 1999	https://doi.org/10.1016/S0967-0645(99)00085-5
43.41	7.86	64	210	1171.7	0.179	200	NaN	NaN	0.348	0.475	0.177	5.324	20.296	NaN	Stewart et al. 2007	https://doi.org/10.1016/j.dsr.2007.06.005
43.41	7.86	127	151.2	2127.1	0.071	200	NaN	NaN	0.348	0.475	0.177	5.324	20.296	NaN	Stewart et al. 2007	https://doi.org/10.1016/j.dsr.2007.06.005
43.41	7.86	131	45.6	1915.4	0.024	200	NaN	NaN	0.348	0.475	0.177	5.324	20.296	NaN	Stewart et al. 2007	https://doi.org/10.1016/j.dsr.2007.06.005
43.41	7.86	181	56.4	1725.6	0.033	200	NaN	NaN	0.242	0.493	0.265	-0.403	20.296	NaN	Stewart et al. 2007	https://doi.org/10.1016/j.dsr.2007.06.005
-36.5	13.1	52	21.6	1328.3	0.016	100	0.039	0.989	0.254	0.493	0.253	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-41.18	9.92	57	10.8	1180.6	0.009	100	21.76	0.631	0.303	0.499	0.198	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-42.28	8.56	58	20.4	973.79	0.021	100	39.946	0.726	0.298	0.499	0.204	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-44.9	6.88	60	27.6	763.72	0.036	100	71.107	1.081	0.212	0.518	0.27	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-46.02	5.87	62	31.2	627.16	0.05	100	73.455	1.628	0.198	0.515	0.287	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-45.55	4.37	64	39.6	703.86	0.056	100	81.165	2.043	0.217	0.532	0.251	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-49.03	2.83	66	42	521.91	0.08	100	84.279	3.874	0.2	0.518	0.282	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-50.38	1.32	68	56.4	489.93	0.115	100	82.226	3.378	0.198	0.525	0.277	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-51.87	0	70	61.2	446.14	0.137	100	81.057	2.939	0.196	0.527	0.277	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-55.57	0	73	51.6	357.65	0.144	100	58.055	1.356	0.221	0.515	0.265	NaN	NaN	NaN	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
-57.57	0.04	75	39.6	365.44	0.108	100	57.953	1.623	0.211	0.529	0.26	NaN	NaN	-12.024	Planchon et al. 2013	https://doi.org/10.5194/bg-10-803-2013
74.1	-4.1	163	74.4	1911.9	0.039	100	19.064	0.523	0.473	0.404	0.123	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
76.1	-2.3	164	40.8	1988.4	0.021	100	11.759	0.531	0.471	0.411	0.118	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
78.4	0	165	939.6	1692.5	0.555	100	8.675	0.582	0.509	0.393	0.098	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
77.5	1.1	167	21.6	1444.2	0.015	100	9.381	0.496	0.52	0.373	0.107	NaN	NaN	-3.602	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
71.7	17.9	170	106.8	2404.7	0.044	100	10.74	0.285	0.511	0.378	0.11	2.13	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
71.4	8.3	173	175.2	1725.2	0.102	100	12.718	0.605	0.412	0.449	0.139	2.611	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
68.4	-10.3	176	68.4	957.96	0.071	100	11.756	0.493	0.402	0.451	0.147	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
67.5	-16.2	177	69.6	1833.9	0.038	100	10.281	0.526	0.463	0.41	0.127	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
71.4	-1.2	178	81.6	1475.8	0.055	100	16.92	0.475	0.38	0.472	0.148	2.482	NaN	-7.601	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
71.4	-10.3	179	76.8	1845	0.042	100	10.172	0.489	0.486	0.396	0.118	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
68.4	-10.3	180	153.6	1047.4	0.147	100	11.756	0.493	0.402	0.451	0.147	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
67.5	-16.3	181	208.8	1833.9	0.114	100	10.281	0.526	0.463	0.41	0.127	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
67.1	-24	182	226.8	2292.4	0.099	100	1.742	0.64	0.424	0.436	0.14	NaN	NaN	NaN	Le Moigne 2015	https://doi.org/10.1002/2015JC010700
-59.9	-53.1	13	103.2	894.72	0.115	100	42.044	1.813	0.346	0.47	0.184	NaN	NaN	-7.592	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-59.88	-49.4	15	64.8	886.27	0.073	100	54.01	2.379	0.391	0.452	0.157	NaN	NaN	-7.995	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-59.93	-45.28	17	385.2	712.01	0.541	100	58.703	4.435	0.397	0.449	0.153	NaN	NaN	-8.712	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-59.2	-43.75	19	500.4	852.51	0.587	100	40.841	3.353	0.374	0.465	0.161	-0.712	NaN	-5.884	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-57.81	-42.81	20	238.8	1096.5	0.218	100	54.975	3.13	0.424	0.426	0.15	NaN	NaN	-8.688	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-56.8	-42.25	20	134.4	1096.7	0.123	100	47.401	2.578	0.42	0.429	0.152	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-55.2	-41.3	21	39.6	899.6	0.044	100	44.173	2.198	0.406	0.44	0.154	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-54.21	-40.8	21	38.4	857.8	0.045	100	41.054	1.855	0.364	0.466	0.17	NaN	NaN	-11.414	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-52.7	-40.5	22	258	1566.5	0.165	100	36.748	1.38	0.617	0.29	0.093	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-51.61	-39.56	22	267.6	1568.6	0.171	100	34.186	1.215	0.565	0.33	0.104	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-51.15	-37.48	24	376.8	1401.5	0.269	100	38.134	1.596	0.525	0.358	0.117	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-51.6	-34.7	28	187.2	1243.2	0.151	100	38.253	2.319	0.485	0.382	0.133	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-53.81	-29.18	30	318	717.63	0.443	100	51.834	3.197	0.348	0.459	0.193	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-58.8	-25.91	32	127.2	590.7	0.215	100	43.442	2.747	0.393	0.447	0.16	NaN	NaN	-8.649	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-63.45	-25.28	34	102	444.2	0.23	100	49.516	2.047	0.312	0.481	0.206	NaN	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-60	-29.48	36	388.8	600.43	0.648	100	53.831	2.68	0.453	0.392	0.155	2.714	NaN	NaN	Le Moigne 2016	https://doi.org/10.1002/2016GL068480
-50.3	66.7	298	45.6	419.48	0.109	100	99.439	0	0.196	0.522	0.282	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-50.6	72.1	293	42	470.91	0.089	100	88.417	2.857	0.243	0.507	0.25	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-50.6	72.1	320	55.2	681.9	0.081	100	87.636	0.819	0.243	0.507	0.25	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-48.5	74.7	310	49.2	879.55	0.056	100	64.672	0.491	0.299	0.485	0.216	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-48.5	72.2	303	139.2	699.7	0.199	100	100	NaN	0.265	0.505	0.23	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-48.7	72	307	141.6	784.02	0.181	100	76.548	1.074	0.261	0.503	0.236	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-48.7	72.6	317	64.8	986.31	0.066	100	73.463	0.767	0.265	0.505	0.23	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-48.4	71.9	322	92.4	1359.8	0.068	100	76.548	1.074	0.261	0.503	0.236	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-48.7	71.4	315	44.4	1028.7	0.043	100	76.548	1.074	0.261	0.503	0.236	NaN	NaN	NaN	Planchon 2015	https://doi.org/10.5194/bg-12-3831-2015
-51.8	-56.1	14	68.4	1251.1	0.055	79	20.449	0.299	0.429	0.423	0.148	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-46.26	-59.83	17	70.8	1857.8	0.038	62	18.102	0.359	0.389	0.444	0.166	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-45.67	-48.95	20	19.2	2139.4	0.009	62	11.806	0.2	0.418	0.428	0.155	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-40.95	-46	22	27.6	2125.4	0.013	69	1.212	0.138	0.353	0.467	0.18	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-36.52	-43.38	24	26.4	1211.8	0.022	121	0.187	0.646	0.228	0.484	0.288	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-42.21	-41.21	26	105.6	2508.8	0.042	63	18.394	0.204	0.415	0.427	0.158	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-51.36	-37.85	29	87.6	1366.4	0.064	60	38.134	1.596	0.525	0.358	0.117	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-59.25	-33.15	32	66	573.75	0.115	100	53.311	3.185	0.317	0.485	0.198	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-57.28	-25.98	34	108	817.15	0.132	98	44.744	2.631	0.449	0.403	0.148	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-53.65	-17.75	36	240	1031.3	0.233	73	63.377	2.436	0.336	0.478	0.187	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-50.4	-10.8	38	96	833.26	0.115	59	68.429	2.487	0.371	0.463	0.166	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-46.31	-3.21	40	43.2	744.52	0.058	81	54.161	1.29	0.28	0.508	0.212	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-42.63	3.34	42	25.2	1162.5	0.022	76	41.921	0.612	0.292	0.505	0.203	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-38.97	9.49	44	20.4	1887	0.011	62	2.95	0.71	0.314	0.49	0.196	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-36.94	39.6	52	36	849.25	0.042	78	0.499	1.706	0.194	0.476	0.329	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-45.82	51.05	57	42	1160.3	0.036	105	45.347	1.021	0.436	0.418	0.146	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-46.84	58.25	59	24	785.14	0.031	90	35.491	0.875	0.262	0.515	0.223	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-47.53	64.01	60	60	506.63	0.118	108	69.533	2.72	0.169	0.486	0.345	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-49.3	71.32	62	49.2	965.48	0.051	81	55.636	1.96	0.235	0.521	0.243	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-54.4	74.54	64	82.8	407.51	0.203	109	63.895	4.359	0.161	0.472	0.367	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-59.71	77.73	66	38.4	362.11	0.106	93	62.756	4.077	0.173	0.497	0.33	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-54.23	88.22	69	38.4	420.96	0.091	107	62.82	3.265	0.158	0.474	0.368	0.851	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-49.81	94.13	70	18	604.34	0.03	113	41.319	1.032	0.218	0.514	0.268	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-44.62	100.5	73	18	694.87	0.026	113	31.655	0.597	0.224	0.513	0.263	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-40.1	105.34	75	13.2	886.8	0.015	102	22.002	0.673	0.247	0.52	0.233	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-40.26	109.63	76	12	970.46	0.012	76	30.902	0.971	0.247	0.52	0.233	NaN	20.105	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-42.08	113.4	79	33.6	912.42	0.037	92	38.608	0.99	0.239	0.514	0.247	NaN	NaN	NaN	Rosengard 2015	https://doi.org/10.5194/bg-12-3953-2015
-44	10	11	492	1089.6	0.452	100	35.349	0.464	0.282	0.502	0.216	NaN	NaN	NaN	Puigcorbe et al 2017	https://doi.org/10.1016/j.dsr2.2016.05.016
-46	10	13	420	1031.6	0.407	100	38.246	0.608	0.295	0.499	0.206	NaN	NaN	NaN	Puigcorbe et al 2017	https://doi.org/10.1016/j.dsr2.2016.05.016
-48	10	15	300	777.77	0.386	100	54.799	1.25	0.258	0.508	0.234	NaN	NaN	NaN	Puigcorbe et al 2017	https://doi.org/10.1016/j.dsr2.2016.05.016
-50	10	17	420	855.93	0.491	100	46.159	1.572	0.302	0.489	0.209	NaN	NaN	NaN	Puigcorbe et al 2017	https://doi.org/10.1016/j.dsr2.2016.05.016
-52	10	19	312	632.55	0.493	100	49.112	1.789	0.264	0.513	0.223	NaN	NaN	NaN	Puigcorbe et al 2017	https://doi.org/10.1016/j.dsr2.2016.05.016
-53	10	22	384	536.41	0.716	100	49.064	1.711	0.26	0.518	0.222	NaN	NaN	NaN	Puigcorbe et al 2017	https://doi.org/10.1016/j.dsr2.2016.05.016
26.31	-110.17	194	49.2	2974.3	0.017	100	0	2.783	NaN	NaN	NaN	NaN	NaN	NaN	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
24.4	-109.02	197	58.8	2137	0.028	100	0.303	1.971	0.315	0.477	0.208	1.663	NaN	NaN	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
24.4	-109.02	203	31.2	2082.7	0.015	100	0.303	1.971	0.315	0.477	0.208	1.663	NaN	NaN	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
21.483	-109.5	206	14.4	1639	0.009	100	0.792	0.088	0.295	0.471	0.234	0.993	NaN	NaN	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
24.673	-113.36	210	19.2	1525.4	0.013	100	4.373	5.724	0.249	0.486	0.265	2.147	NaN	-7.552	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
27.533	-117.57	213	31.2	1106.5	0.028	100	5.929	3.464	0.207	0.482	0.312	2.23	NaN	-6.698	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
